"animalID","animalOrder","animalFamily","animalGenericName","animalSpecificEpithet","animalScientificName","animalTaxonAggregate","animalFinestCommonTaxon","animalFinestCommonTaxonRank","animalFunctionalGroup","plantFamily","plantGenericName","plantSpecificEpithet","plantScientificName","floralForm","era","day","month","year","eventDate","animalQuantityConservativeEstimate","animalQuantityGenerousEstimate"
"K18_2607","Diptera","Muscidae","Thricops","","Thricops Rondani, 1856",NA,"Thricops","genus","muscoid flies","Ranunculaceae","Ranunculus","acris","Ranunculus acris L.","disk flower (hidden nectar)","present",22,6,2018,"2018-06-22",1,1
"K18_2597","Diptera","Muscidae","Thricops","","Thricops Rondani, 1856",NA,"Thricops","genus","muscoid flies","Ranunculaceae","Ranunculus","acris","Ranunculus acris L.","disk flower (hidden nectar)","present",22,6,2018,"2018-06-22",1,1
"K18_2598","Diptera","Muscidae","Thricops","","Thricops Rondani, 1856",NA,"Thricops","genus","muscoid flies","Ranunculaceae","Ranunculus","acris","Ranunculus acris L.","disk flower (hidden nectar)","present",22,6,2018,"2018-06-22",1,1
"K18_2530","Diptera","Muscidae","Thricops","","Thricops Rondani, 1856",NA,"Thricops","genus","muscoid flies","Caryophyllaceae","Dianthus","superbus","Dianthus superbus L.","stalk disc flowers","present",23,7,2019,"2019-07-23",1,1
"K18_2531","Diptera","Muscidae","Thricops","","Thricops Rondani, 1856",NA,"Thricops","genus","muscoid flies","Parnassiaceae","Parnassia","palustris","Parnassia palustris L.","disk flower (open nectar)","present",23,7,2018,"2018-07-23",1,1
"K18_2532","Diptera","Muscidae","Thricops","","Thricops Rondani, 1856",NA,"Thricops","genus","muscoid flies","Parnassiaceae","Parnassia","palustris","Parnassia palustris L.","disk flower (open nectar)","present",23,7,2018,"2018-07-23",1,1
"K18_2533","Diptera","Muscidae","Thricops","","Thricops Rondani, 1856",NA,"Thricops","genus","muscoid flies","Parnassiaceae","Parnassia","palustris","Parnassia palustris L.","disk flower (open nectar)","present",23,7,2018,"2018-07-23",1,1
"K18_2534","Diptera","Muscidae","Thricops","","Thricops Rondani, 1856",NA,"Thricops","genus","muscoid flies","Parnassiaceae","Parnassia","palustris","Parnassia palustris L.","disk flower (open nectar)","present",23,7,2018,"2018-07-23",1,1
"K18_2535","Diptera","Muscidae","Thricops","","Thricops Rondani, 1856",NA,"Thricops","genus","muscoid flies","Parnassiaceae","Parnassia","palustris","Parnassia palustris L.","disk flower (open nectar)","present",23,7,2018,"2018-07-23",1,1
"K18_2536","Diptera","Muscidae","Thricops","","Thricops Rondani, 1856",NA,"Thricops","genus","muscoid flies","Parnassiaceae","Parnassia","palustris","Parnassia palustris L.","disk flower (open nectar)","present",23,7,2018,"2018-07-23",1,1
"K18_2538","Diptera","Muscidae","Thricops","","Thricops Rondani, 1856",NA,"Thricops","genus","muscoid flies","Parnassiaceae","Parnassia","palustris","Parnassia palustris L.","disk flower (open nectar)","present",23,7,2018,"2018-07-23",1,1
"K18_2537","Diptera","Muscidae","Thricops","","Thricops Rondani, 1856",NA,"Thricops","genus","muscoid flies","Parnassiaceae","Parnassia","palustris","Parnassia palustris L.","disk flower (open nectar)","present",23,7,2018,"2018-07-23",1,1
"K18_2522","Diptera","Muscidae","Thricops","","Thricops Rondani, 1856",NA,"Thricops","genus","muscoid flies","Parnassiaceae","Parnassia","palustris","Parnassia palustris L.","disk flower (open nectar)","present",23,7,2018,"2018-07-23",1,1
"K18_2475","Diptera","Muscidae","Thricops","","Thricops Rondani, 1856",NA,"Thricops","genus","muscoid flies","Parnassiaceae","Parnassia","palustris","Parnassia palustris L.","disk flower (open nectar)","present",23,7,2018,"2018-07-23",1,1
"K18_2454","Diptera","Muscidae","Thricops","","Thricops Rondani, 1856",NA,"Thricops","genus","muscoid flies","Parnassiaceae","Parnassia","palustris","Parnassia palustris L.","disk flower (open nectar)","present",23,7,2018,"2018-07-23",1,1
"K18_2452","Diptera","Muscidae","Thricops","","Thricops Rondani, 1856",NA,"Thricops","genus","muscoid flies","Parnassiaceae","Parnassia","palustris","Parnassia palustris L.","disk flower (open nectar)","present",23,7,2018,"2018-07-23",1,1
"K18_2453","Diptera","Muscidae","Thricops","","Thricops Rondani, 1856",NA,"Thricops","genus","muscoid flies","Parnassiaceae","Parnassia","palustris","Parnassia palustris L.","disk flower (open nectar)","present",23,7,2018,"2018-07-23",1,1
"K19_1184","Diptera","Muscidae","Thricops","","Thricops Rondani, 1856",NA,"Thricops","genus","muscoid flies","Parnassiaceae","Parnassia","palustris","Parnassia palustris L.","disk flower (open nectar)","present",23,7,2018,"2018-07-23",1,1
"K19_1185","Diptera","Muscidae","Thricops","","Thricops Rondani, 1856",NA,"Thricops","genus","muscoid flies","Parnassiaceae","Parnassia","palustris","Parnassia palustris L.","disk flower (open nectar)","present",23,7,2018,"2018-07-23",1,1
"K19_1272","Diptera","Muscidae","Thricops","","Thricops Rondani, 1856",NA,"Thricops","genus","muscoid flies","Parnassiaceae","Parnassia","palustris","Parnassia palustris L.","disk flower (open nectar)","present",23,7,2018,"2018-07-23",1,1
"K19_1273","Diptera","Muscidae","Thricops","","Thricops Rondani, 1856",NA,"Thricops","genus","muscoid flies","Parnassiaceae","Parnassia","palustris","Parnassia palustris L.","disk flower (open nectar)","present",23,7,2018,"2018-07-23",1,1
"K19_1274","Diptera","Muscidae","Thricops","","Thricops Rondani, 1856",NA,"Thricops","genus","muscoid flies","Parnassiaceae","Parnassia","palustris","Parnassia palustris L.","disk flower (open nectar)","present",23,7,2018,"2018-07-23",1,1
"K19_1275","Diptera","Muscidae","Thricops","","Thricops Rondani, 1856",NA,"Thricops","genus","muscoid flies","Parnassiaceae","Parnassia","palustris","Parnassia palustris L.","disk flower (open nectar)","present",23,7,2018,"2018-07-23",1,1
"K19_1276","Diptera","Muscidae","Thricops","","Thricops Rondani, 1856",NA,"Thricops","genus","muscoid flies","Ranunculaceae","Ranunculus","acris","Ranunculus acris L.","disk flower (hidden nectar)","present",23,7,2019,"2019-07-23",1,1
"K19_1277","Diptera","Muscidae","Thricops","","Thricops Rondani, 1856",NA,"Thricops","genus","muscoid flies","Ranunculaceae","Ranunculus","acris","Ranunculus acris L.","disk flower (hidden nectar)","present",23,7,2019,"2019-07-23",1,1
"K18_2146","Diptera","Muscidae","Thricops","","Thricops Rondani, 1856",NA,"Thricops","genus","muscoid flies","Ranunculaceae","Ranunculus","acris","Ranunculus acris L.","disk flower (hidden nectar)","present",23,7,2019,"2019-07-23",1,1
"K18_2322","Diptera","Muscidae","Thricops","","Thricops Rondani, 1856",NA,"Thricops","genus","muscoid flies","Ranunculaceae","Ranunculus","acris","Ranunculus acris L.","disk flower (hidden nectar)","present",23,7,2019,"2019-07-23",1,1
"K18_2323","Diptera","Muscidae","Thricops","","Thricops Rondani, 1856",NA,"Thricops","genus","muscoid flies","Ranunculaceae","Ranunculus","acris","Ranunculus acris L.","disk flower (hidden nectar)","present",23,7,2019,"2019-07-23",1,1
"K18_2324","Diptera","Muscidae","Thricops","","Thricops Rondani, 1856",NA,"Thricops","genus","muscoid flies","Ranunculaceae","Ranunculus","acris","Ranunculus acris L.","disk flower (hidden nectar)","present",23,7,2019,"2019-07-23",1,1
"K18_2325","Diptera","Muscidae","Thricops","","Thricops Rondani, 1856",NA,"Thricops","genus","muscoid flies","Ranunculaceae","Ranunculus","acris","Ranunculus acris L.","disk flower (hidden nectar)","present",23,7,2019,"2019-07-23",1,1
"K18_2326","Diptera","Muscidae","Thricops","","Thricops Rondani, 1856",NA,"Thricops","genus","muscoid flies","Ranunculaceae","Ranunculus","acris","Ranunculus acris L.","disk flower (hidden nectar)","present",23,7,2019,"2019-07-23",1,1
"K18_2329","Diptera","Muscidae","Thricops","","Thricops Rondani, 1856",NA,"Thricops","genus","muscoid flies","Asteraceae","Achillea","millefolium","Achillea millefolium L.","disk flower (hidden nectar)","present",24,7,2018,"2018-07-24",1,1
"K18_2330","Diptera","Muscidae","Thricops","","Thricops Rondani, 1856",NA,"Thricops","genus","muscoid flies","Asteraceae","Achillea","millefolium","Achillea millefolium L.","disk flower (hidden nectar)","present",24,7,2018,"2018-07-24",1,1
"K18_2331","Diptera","Muscidae","Thricops","","Thricops Rondani, 1856",NA,"Thricops","genus","muscoid flies","Asteraceae","Achillea","millefolium","Achillea millefolium L.","disk flower (hidden nectar)","present",24,7,2018,"2018-07-24",1,1
"K18_2408","Diptera","Muscidae","Thricops","","Thricops Rondani, 1856",NA,"Thricops","genus","muscoid flies","Asteraceae","Achillea","millefolium","Achillea millefolium L.","disk flower (hidden nectar)","present",24,7,2018,"2018-07-24",1,1
"K18_2420","Diptera","Muscidae","Thricops","","Thricops Rondani, 1856",NA,"Thricops","genus","muscoid flies","Asteraceae","Achillea","millefolium","Achillea millefolium L.","disk flower (hidden nectar)","present",24,7,2018,"2018-07-24",1,1
"K18_2285","Diptera","Muscidae","Thricops","","Thricops Rondani, 1856",NA,"Thricops","genus","muscoid flies","Asteraceae","Achillea","millefolium","Achillea millefolium L.","disk flower (hidden nectar)","present",24,7,2018,"2018-07-24",1,1
"K18_2291","Diptera","Muscidae","Thricops","","Thricops Rondani, 1856",NA,"Thricops","genus","muscoid flies","Asteraceae","Achillea","millefolium","Achillea millefolium L.","disk flower (hidden nectar)","present",24,7,2018,"2018-07-24",1,1
"K18_2292","Diptera","Muscidae","Thricops","","Thricops Rondani, 1856",NA,"Thricops","genus","muscoid flies","Asteraceae","Achillea","millefolium","Achillea millefolium L.","disk flower (hidden nectar)","present",24,7,2018,"2018-07-24",1,1
"K18_2293","Diptera","Muscidae","Thricops","","Thricops Rondani, 1856",NA,"Thricops","genus","muscoid flies","Asteraceae","Achillea","millefolium","Achillea millefolium L.","disk flower (hidden nectar)","present",24,7,2018,"2018-07-24",1,1
"K18_2294","Diptera","Muscidae","Thricops","","Thricops Rondani, 1856",NA,"Thricops","genus","muscoid flies","Asteraceae","Achillea","millefolium","Achillea millefolium L.","disk flower (hidden nectar)","present",24,7,2018,"2018-07-24",1,1
"K18_2296","Diptera","Muscidae","Thricops","","Thricops Rondani, 1856",NA,"Thricops","genus","muscoid flies","Asteraceae","Achillea","millefolium","Achillea millefolium L.","disk flower (hidden nectar)","present",24,7,2018,"2018-07-24",1,1
"K18_2304","Diptera","Muscidae","Thricops","","Thricops Rondani, 1856",NA,"Thricops","genus","muscoid flies","Asteraceae","Achillea","millefolium","Achillea millefolium L.","disk flower (hidden nectar)","present",24,7,2018,"2018-07-24",1,1
"K18_2305","Diptera","Muscidae","Thricops","","Thricops Rondani, 1856",NA,"Thricops","genus","muscoid flies","Asteraceae","Achillea","millefolium","Achillea millefolium L.","disk flower (hidden nectar)","present",24,7,2018,"2018-07-24",1,1
"K18_2306","Diptera","Muscidae","Thricops","","Thricops Rondani, 1856",NA,"Thricops","genus","muscoid flies","Asteraceae","Achillea","millefolium","Achillea millefolium L.","disk flower (hidden nectar)","present",24,7,2018,"2018-07-24",1,1
"K18_2307","Diptera","Muscidae","Thricops","","Thricops Rondani, 1856",NA,"Thricops","genus","muscoid flies","Asteraceae","Achillea","millefolium","Achillea millefolium L.","disk flower (hidden nectar)","present",24,7,2018,"2018-07-24",1,1
"K18_2308","Diptera","Muscidae","Thricops","","Thricops Rondani, 1856",NA,"Thricops","genus","muscoid flies","Asteraceae","Achillea","millefolium","Achillea millefolium L.","disk flower (hidden nectar)","present",24,7,2018,"2018-07-24",1,1
"K18_2317","Diptera","Muscidae","Thricops","","Thricops Rondani, 1856",NA,"Thricops","genus","muscoid flies","Asteraceae","Achillea","millefolium","Achillea millefolium L.","disk flower (hidden nectar)","present",24,7,2018,"2018-07-24",1,1
"K18_2318","Diptera","Muscidae","Thricops","","Thricops Rondani, 1856",NA,"Thricops","genus","muscoid flies","Asteraceae","Achillea","millefolium","Achillea millefolium L.","disk flower (hidden nectar)","present",24,7,2018,"2018-07-24",1,1
"K18_2319","Diptera","Muscidae","Thricops","","Thricops Rondani, 1856",NA,"Thricops","genus","muscoid flies","Asteraceae","Achillea","millefolium","Achillea millefolium L.","disk flower (hidden nectar)","present",24,7,2018,"2018-07-24",1,1
"K18_2320","Diptera","Muscidae","Thricops","","Thricops Rondani, 1856",NA,"Thricops","genus","muscoid flies","Asteraceae","Achillea","millefolium","Achillea millefolium L.","disk flower (hidden nectar)","present",24,7,2018,"2018-07-24",1,1
"K18_2321","Diptera","Muscidae","Thricops","","Thricops Rondani, 1856",NA,"Thricops","genus","muscoid flies","Asteraceae","Achillea","millefolium","Achillea millefolium L.","disk flower (hidden nectar)","present",24,7,2018,"2018-07-24",1,1
"K18_2327","Diptera","Muscidae","Thricops","","Thricops Rondani, 1856",NA,"Thricops","genus","muscoid flies","Asteraceae","Achillea","millefolium","Achillea millefolium L.","disk flower (hidden nectar)","present",24,7,2018,"2018-07-24",1,1
"K18_2328","Diptera","Muscidae","Thricops","","Thricops Rondani, 1856",NA,"Thricops","genus","muscoid flies","Asteraceae","Achillea","millefolium","Achillea millefolium L.","disk flower (hidden nectar)","present",24,7,2018,"2018-07-24",1,1
"K18_2147","Diptera","Muscidae","Thricops","","Thricops Rondani, 1856",NA,"Thricops","genus","muscoid flies","Asteraceae","Achillea","millefolium","Achillea millefolium L.","disk flower (hidden nectar)","present",24,7,2018,"2018-07-24",1,1
"K18_2551","Diptera","Muscidae","Thricops","","Thricops Rondani, 1856",NA,"Thricops","genus","muscoid flies","Asteraceae","Achillea","millefolium","Achillea millefolium L.","disk flower (hidden nectar)","present",24,7,2018,"2018-07-24",1,1
"K18_2553","Diptera","Muscidae","Thricops","","Thricops Rondani, 1856",NA,"Thricops","genus","muscoid flies","Asteraceae","Achillea","millefolium","Achillea millefolium L.","disk flower (hidden nectar)","present",24,7,2018,"2018-07-24",1,1
"K18_2552","Diptera","Muscidae","Thricops","","Thricops Rondani, 1856",NA,"Thricops","genus","muscoid flies","Asteraceae","Achillea","millefolium","Achillea millefolium L.","disk flower (hidden nectar)","present",24,7,2018,"2018-07-24",1,1
"K18_2486","Diptera","Muscidae","Thricops","","Thricops Rondani, 1856",NA,"Thricops","genus","muscoid flies","Asteraceae","Achillea","millefolium","Achillea millefolium L.","disk flower (hidden nectar)","present",24,7,2018,"2018-07-24",1,1
"K18_2464","Diptera","Muscidae","Thricops","","Thricops Rondani, 1856",NA,"Thricops","genus","muscoid flies","Asteraceae","Achillea","millefolium","Achillea millefolium L.","disk flower (hidden nectar)","present",24,7,2018,"2018-07-24",1,1
"K18_2465","Diptera","Muscidae","Thricops","","Thricops Rondani, 1856",NA,"Thricops","genus","muscoid flies","Asteraceae","Achillea","millefolium","Achillea millefolium L.","disk flower (hidden nectar)","present",24,7,2018,"2018-07-24",1,1
"K18_2470","Diptera","Muscidae","Thricops","","Thricops Rondani, 1856",NA,"Thricops","genus","muscoid flies","Asteraceae","Achillea","millefolium","Achillea millefolium L.","disk flower (hidden nectar)","present",24,7,2018,"2018-07-24",1,1
"K18_2471","Diptera","Muscidae","Thricops","","Thricops Rondani, 1856",NA,"Thricops","genus","muscoid flies","Asteraceae","Achillea","millefolium","Achillea millefolium L.","disk flower (hidden nectar)","present",24,7,2018,"2018-07-24",1,1
"K18_2472","Diptera","Muscidae","Thricops","","Thricops Rondani, 1856",NA,"Thricops","genus","muscoid flies","Asteraceae","Achillea","millefolium","Achillea millefolium L.","disk flower (hidden nectar)","present",24,7,2018,"2018-07-24",1,1
"K18_2466","Diptera","Muscidae","Thricops","","Thricops Rondani, 1856",NA,"Thricops","genus","muscoid flies","Asteraceae","Achillea","millefolium","Achillea millefolium L.","disk flower (hidden nectar)","present",24,7,2018,"2018-07-24",1,1
"K18_2467","Diptera","Muscidae","Thricops","","Thricops Rondani, 1856",NA,"Thricops","genus","muscoid flies","Asteraceae","Achillea","millefolium","Achillea millefolium L.","disk flower (hidden nectar)","present",24,7,2018,"2018-07-24",1,1
"K18_2473","Diptera","Muscidae","Thricops","","Thricops Rondani, 1856",NA,"Thricops","genus","muscoid flies","Asteraceae","Achillea","millefolium","Achillea millefolium L.","disk flower (hidden nectar)","present",24,7,2018,"2018-07-24",1,1
"K18_2469","Diptera","Muscidae","Thricops","","Thricops Rondani, 1856",NA,"Thricops","genus","muscoid flies","Asteraceae","Achillea","millefolium","Achillea millefolium L.","disk flower (hidden nectar)","present",24,7,2018,"2018-07-24",1,1
"K18_2474","Diptera","Muscidae","Thricops","","Thricops Rondani, 1856",NA,"Thricops","genus","muscoid flies","Asteraceae","Achillea","millefolium","Achillea millefolium L.","disk flower (hidden nectar)","present",24,7,2018,"2018-07-24",1,1
"K18_2468","Diptera","Muscidae","Thricops","","Thricops Rondani, 1856",NA,"Thricops","genus","muscoid flies","Asteraceae","Achillea","millefolium","Achillea millefolium L.","disk flower (hidden nectar)","present",24,7,2018,"2018-07-24",1,1
"K19_1681","Diptera","Muscidae","Thricops","","Thricops Rondani, 1856",NA,"Thricops","genus","muscoid flies","Asteraceae","Achillea","millefolium","Achillea millefolium L.","disk flower (hidden nectar)","present",24,7,2018,"2018-07-24",1,1
"K19_1732","Diptera","Muscidae","Thricops","","Thricops Rondani, 1856",NA,"Thricops","genus","muscoid flies","Asteraceae","Achillea","millefolium","Achillea millefolium L.","disk flower (hidden nectar)","present",24,7,2018,"2018-07-24",1,1
"K19_1733","Diptera","Muscidae","Thricops","","Thricops Rondani, 1856",NA,"Thricops","genus","muscoid flies","Asteraceae","Achillea","millefolium","Achillea millefolium L.","disk flower (hidden nectar)","present",24,7,2018,"2018-07-24",1,1
"K19_1734","Diptera","Muscidae","Thricops","","Thricops Rondani, 1856",NA,"Thricops","genus","muscoid flies","Asteraceae","Achillea","millefolium","Achillea millefolium L.","disk flower (hidden nectar)","present",24,7,2018,"2018-07-24",1,1
"K19_1735","Diptera","Muscidae","Thricops","","Thricops Rondani, 1856",NA,"Thricops","genus","muscoid flies","Asteraceae","Achillea","millefolium","Achillea millefolium L.","disk flower (hidden nectar)","present",24,7,2018,"2018-07-24",1,1
"K19_1736","Diptera","Muscidae","Thricops","","Thricops Rondani, 1856",NA,"Thricops","genus","muscoid flies","Asteraceae","Achillea","millefolium","Achillea millefolium L.","disk flower (hidden nectar)","present",24,7,2018,"2018-07-24",1,1
"K19_1478","Diptera","Muscidae","Thricops","","Thricops Rondani, 1856",NA,"Thricops","genus","muscoid flies","Asteraceae","Achillea","millefolium","Achillea millefolium L.","disk flower (hidden nectar)","present",24,7,2019,"2019-07-24",1,1
"K19_1479","Diptera","Muscidae","Thricops","","Thricops Rondani, 1856",NA,"Thricops","genus","muscoid flies","Asteraceae","Achillea","millefolium","Achillea millefolium L.","disk flower (hidden nectar)","present",24,7,2019,"2019-07-24",1,1
"K19_1480","Diptera","Muscidae","Thricops","","Thricops Rondani, 1856",NA,"Thricops","genus","muscoid flies","Asteraceae","Achillea","millefolium","Achillea millefolium L.","disk flower (hidden nectar)","present",24,7,2019,"2019-07-24",1,1
"K19_1512","Diptera","Muscidae","Thricops","","Thricops Rondani, 1856",NA,"Thricops","genus","muscoid flies","Asteraceae","Achillea","millefolium","Achillea millefolium L.","disk flower (hidden nectar)","present",24,7,2019,"2019-07-24",1,1
"K19_1513","Diptera","Muscidae","Thricops","","Thricops Rondani, 1856",NA,"Thricops","genus","muscoid flies","Asteraceae","Achillea","millefolium","Achillea millefolium L.","disk flower (hidden nectar)","present",24,7,2019,"2019-07-24",1,1
"K19_1514","Diptera","Muscidae","Thricops","","Thricops Rondani, 1856",NA,"Thricops","genus","muscoid flies","Asteraceae","Achillea","millefolium","Achillea millefolium L.","disk flower (hidden nectar)","present",24,7,2019,"2019-07-24",1,1
"K19_1515","Diptera","Muscidae","Thricops","","Thricops Rondani, 1856",NA,"Thricops","genus","muscoid flies","Asteraceae","Achillea","millefolium","Achillea millefolium L.","disk flower (hidden nectar)","present",24,7,2019,"2019-07-24",1,1
"K19_1516","Diptera","Muscidae","Thricops","","Thricops Rondani, 1856",NA,"Thricops","genus","muscoid flies","Asteraceae","Achillea","millefolium","Achillea millefolium L.","disk flower (hidden nectar)","present",24,7,2019,"2019-07-24",1,1
"K19_1517","Diptera","Muscidae","Thricops","","Thricops Rondani, 1856",NA,"Thricops","genus","muscoid flies","Asteraceae","Achillea","millefolium","Achillea millefolium L.","disk flower (hidden nectar)","present",24,7,2019,"2019-07-24",1,1
"K19_1518","Diptera","Muscidae","Thricops","","Thricops Rondani, 1856",NA,"Thricops","genus","muscoid flies","Asteraceae","Achillea","millefolium","Achillea millefolium L.","disk flower (hidden nectar)","present",24,7,2019,"2019-07-24",1,1
"K19_1519","Diptera","Muscidae","Thricops","","Thricops Rondani, 1856",NA,"Thricops","genus","muscoid flies","Asteraceae","Achillea","millefolium","Achillea millefolium L.","disk flower (hidden nectar)","present",24,7,2019,"2019-07-24",1,1
"K19_1520","Diptera","Muscidae","Thricops","","Thricops Rondani, 1856",NA,"Thricops","genus","muscoid flies","Asteraceae","Achillea","millefolium","Achillea millefolium L.","disk flower (hidden nectar)","present",24,7,2019,"2019-07-24",1,1
"K18_2340","Diptera","Muscidae","Thricops","","Thricops Rondani, 1856",NA,"Thricops","genus","muscoid flies","Asteraceae","Achillea","millefolium","Achillea millefolium L.","disk flower (hidden nectar)","present",24,7,2019,"2019-07-24",1,1
"K18_2341","Diptera","Muscidae","Thricops","","Thricops Rondani, 1856",NA,"Thricops","genus","muscoid flies","Asteraceae","Achillea","millefolium","Achillea millefolium L.","disk flower (hidden nectar)","present",24,7,2019,"2019-07-24",1,1
"K18_2342","Diptera","Muscidae","Thricops","","Thricops Rondani, 1856",NA,"Thricops","genus","muscoid flies","Asteraceae","Achillea","millefolium","Achillea millefolium L.","disk flower (hidden nectar)","present",24,7,2019,"2019-07-24",1,1
"K18_2343","Diptera","Muscidae","Thricops","","Thricops Rondani, 1856",NA,"Thricops","genus","muscoid flies","Asteraceae","Achillea","millefolium","Achillea millefolium L.","disk flower (hidden nectar)","present",24,7,2019,"2019-07-24",1,1
"K18_2344","Diptera","Muscidae","Thricops","","Thricops Rondani, 1856",NA,"Thricops","genus","muscoid flies","Asteraceae","Achillea","millefolium","Achillea millefolium L.","disk flower (hidden nectar)","present",24,7,2019,"2019-07-24",1,1
"K18_2345","Diptera","Muscidae","Thricops","","Thricops Rondani, 1856",NA,"Thricops","genus","muscoid flies","Asteraceae","Achillea","millefolium","Achillea millefolium L.","disk flower (hidden nectar)","present",24,7,2019,"2019-07-24",1,1
"K18_2346","Diptera","Muscidae","Thricops","","Thricops Rondani, 1856",NA,"Thricops","genus","muscoid flies","Asteraceae","Carduus","crispus","Carduus crispus L.","flower heads","present",24,7,2018,"2018-07-24",1,1
"K18_2347","Diptera","Muscidae","Thricops","","Thricops Rondani, 1856",NA,"Thricops","genus","muscoid flies","Asteraceae","Carduus","crispus","Carduus crispus L.","flower heads","present",24,7,2018,"2018-07-24",1,1
"K18_2348","Diptera","Muscidae","Thricops","","Thricops Rondani, 1856",NA,"Thricops","genus","muscoid flies","Asteraceae","Carduus","crispus","Carduus crispus L.","flower heads","present",24,7,2018,"2018-07-24",1,1
"K18_2349","Diptera","Muscidae","Thricops","","Thricops Rondani, 1856",NA,"Thricops","genus","muscoid flies","Asteraceae","Carduus","crispus","Carduus crispus L.","flower heads","present",24,7,2018,"2018-07-24",1,1
"K18_2350","Diptera","Muscidae","Thricops","","Thricops Rondani, 1856",NA,"Thricops","genus","muscoid flies","Asteraceae","Carduus","crispus","Carduus crispus L.","flower heads","present",24,7,2018,"2018-07-24",1,1
"K18_2351","Diptera","Muscidae","Thricops","","Thricops Rondani, 1856",NA,"Thricops","genus","muscoid flies","Asteraceae","Carduus","crispus","Carduus crispus L.","flower heads","present",24,7,2018,"2018-07-24",1,1
"K18_2352","Diptera","Muscidae","Thricops","","Thricops Rondani, 1856",NA,"Thricops","genus","muscoid flies","Asteraceae","Carduus","crispus","Carduus crispus L.","flower heads","present",24,7,2018,"2018-07-24",1,1
"K18_2353","Diptera","Muscidae","Thricops","","Thricops Rondani, 1856",NA,"Thricops","genus","muscoid flies","Asteraceae","Carduus","crispus","Carduus crispus L.","flower heads","present",24,7,2018,"2018-07-24",1,1
"K18_2354","Diptera","Muscidae","Thricops","","Thricops Rondani, 1856",NA,"Thricops","genus","muscoid flies","Asteraceae","Carduus","crispus","Carduus crispus L.","flower heads","present",24,7,2018,"2018-07-24",1,1
"K18_2355","Diptera","Muscidae","Thricops","","Thricops Rondani, 1856",NA,"Thricops","genus","muscoid flies","Asteraceae","Carduus","crispus","Carduus crispus L.","flower heads","present",24,7,2018,"2018-07-24",1,1
"K18_2362","Diptera","Muscidae","Thricops","","Thricops Rondani, 1856",NA,"Thricops","genus","muscoid flies","Asteraceae","Carduus","crispus","Carduus crispus L.","flower heads","present",24,7,2018,"2018-07-24",1,1
"K18_2363","Diptera","Muscidae","Thricops","","Thricops Rondani, 1856",NA,"Thricops","genus","muscoid flies","Asteraceae","Carduus","crispus","Carduus crispus L.","flower heads","present",24,7,2018,"2018-07-24",1,1
"K18_2364","Diptera","Muscidae","Thricops","","Thricops Rondani, 1856",NA,"Thricops","genus","muscoid flies","Asteraceae","Carduus","crispus","Carduus crispus L.","flower heads","present",24,7,2018,"2018-07-24",1,1
"K18_2365","Diptera","Muscidae","Thricops","","Thricops Rondani, 1856",NA,"Thricops","genus","muscoid flies","Asteraceae","Carduus","crispus","Carduus crispus L.","flower heads","present",24,7,2018,"2018-07-24",1,1
"K18_2366","Diptera","Muscidae","Thricops","","Thricops Rondani, 1856",NA,"Thricops","genus","muscoid flies","Asteraceae","Carduus","crispus","Carduus crispus L.","flower heads","present",24,7,2018,"2018-07-24",1,1
"K18_2367","Diptera","Muscidae","Thricops","","Thricops Rondani, 1856",NA,"Thricops","genus","muscoid flies","Asteraceae","Carduus","crispus","Carduus crispus L.","flower heads","present",24,7,2018,"2018-07-24",1,1
"K18_2368","Diptera","Muscidae","Thricops","","Thricops Rondani, 1856",NA,"Thricops","genus","muscoid flies","Asteraceae","Carduus","crispus","Carduus crispus L.","flower heads","present",24,7,2018,"2018-07-24",1,1
"K18_2369","Diptera","Muscidae","Thricops","","Thricops Rondani, 1856",NA,"Thricops","genus","muscoid flies","Asteraceae","Carduus","crispus","Carduus crispus L.","flower heads","present",24,7,2018,"2018-07-24",1,1
"K18_2370","Diptera","Muscidae","Thricops","","Thricops Rondani, 1856",NA,"Thricops","genus","muscoid flies","Asteraceae","Carduus","crispus","Carduus crispus L.","flower heads","present",24,7,2018,"2018-07-24",1,1
"K18_2371","Diptera","Muscidae","Thricops","","Thricops Rondani, 1856",NA,"Thricops","genus","muscoid flies","Asteraceae","Carduus","crispus","Carduus crispus L.","flower heads","present",24,7,2018,"2018-07-24",1,1
"K18_2394","Diptera","Muscidae","Thricops","","Thricops Rondani, 1856",NA,"Thricops","genus","muscoid flies","Asteraceae","Carduus","crispus","Carduus crispus L.","flower heads","present",24,7,2018,"2018-07-24",1,1
"K18_2395","Diptera","Muscidae","Thricops","","Thricops Rondani, 1856",NA,"Thricops","genus","muscoid flies","Asteraceae","Carduus","crispus","Carduus crispus L.","flower heads","present",24,7,2018,"2018-07-24",1,1
"K18_2396","Diptera","Muscidae","Thricops","","Thricops Rondani, 1856",NA,"Thricops","genus","muscoid flies","Asteraceae","Carduus","crispus","Carduus crispus L.","flower heads","present",24,7,2018,"2018-07-24",1,1
"K18_2381","Diptera","Muscidae","Thricops","","Thricops Rondani, 1856",NA,"Thricops","genus","muscoid flies","Asteraceae","Carduus","crispus","Carduus crispus L.","flower heads","present",24,7,2018,"2018-07-24",1,1
"K18_2393","Diptera","Muscidae","Thricops","","Thricops Rondani, 1856",NA,"Thricops","genus","muscoid flies","Asteraceae","Carduus","crispus","Carduus crispus L.","flower heads","present",24,7,2018,"2018-07-24",1,1
